HT0143_HT_GB_SH_NA_90_VM_HO-AoYd5,HT0143_HT_GB_SH_NA_DNA_VM_HO-FX1cx,HT0143_HT_GB_SH_NA_DNA_VM_VE-IVjvP,HT0143_HT_GB_SH_NA_DNA_VM_VE-RW8a5,HT1488_HT_GB_SH_NA_DNA_VM_HO-nqPzD,HT1488_HT_GB_SH_NA_DNA_VM_HO-VUVWW,HT3148_HT_GB_SH_NA_90_VM_HO-k2QXo,HT3148_HT_GB_SH_NA_DNA_VM_VE-7S4bf,HT3151_HT_GB_SH_NA_DNA_VM_HO-iPtaz,HT3151_HT_GB_SH_NA_DNA_VM_HO-rPdl9,HT3240_HT_GB_SH_NA_90_VM_HO-D8sJi,HT3240_HT_GB_SH_NA_DNA_VM_VE-h5MwB,HT3763_HT_GB_SH_NA_90_VM_HO-5mJuR,HT3763_HT_GB_SH_NA_DNA_VM_HO-ffvug,HT3763_HT_GB_SH_NA_DNA_VM_VE-o5faf,HT4775_HT_GB_SH_NA_DNA_VM_HO-7xJRW,HT4775_HT_GB_SH_NA_DNA_VM_VE-NHxrV,HT5242_HT_GB_SH_NA_DNA_VM_HO-Xq8AD,HT5242_HT_GB_SH_NA_DNA_VM_VE-VITui,HT6053_HT_GB_SH_NA_90_VM_HO-tycIY,HT6053_HT_GB_SH_NA_DNA_VM_VE-bsJaI,HT7963_HT_GB_SH_NA_90_VM_HO-4vrkf,HT7963_HT_GB_SH_NA_DNA_VM_VE-IvLS3,HT8170_HT_GB_SH_NA_90_VM_HO-nOtnK,HT8170_HT_GB_SH_NA_DNA_VM_VE-EpG9g,HT8253_HT_GB_SH_NA_90_VM_HO-ksXGv,HT8253_HT_GB_SH_NA_DNA_VM_VE-MJG9b,HT8461_HT_GB_SH_NA_90_VM_HO-yhjXd,HT8461_HT_GB_SH_NA_DNA_VM_VE-4nEL3,HT8588_HT_GB_SH_NA_90_VM_HO-HIIAW,HT8588_HT_GB_SH_NA_DNA_VM_VE-T0Vlk,HT9405_HT_GB_SH_NA_90_VM_HO-5sR7R,HT9405_HT_GB_SH_NA_DNA_VM_VE-Nup9R,HT9792_HT_GB_SH_NA_DNA_VM_HO-DzxzI,HT9792_HT_GB_SH_NA_DNA_VM_VE-9IGie,HT_GB_SH_NA_DNA_VM_AX-alU4A,HT_GB_SH_NA_DNA_VM_HO-47caF,HT_GB_SH_NA_DNA_VM_HO-7nvE0,HT_GB_SH_NA_DNA_VM_HO-93Oix,HT_GB_SH_NA_DNA_VM_HO-AB4Kn,HT_GB_SH_NA_DNA_VM_HO-aD3l6,HT_GB_SH_NA_DNA_VM_HO-aq55m,HT_GB_SH_NA_DNA_VM_HO-awezq,HT_GB_SH_NA_DNA_VM_HO-DuTvZ,HT_GB_SH_NA_DNA_VM_HO-HvcMW,HT_GB_SH_NA_DNA_VM_HO-jT2bm,HT_GB_SH_NA_DNA_VM_HO-lt0T4,HT_GB_SH_NA_DNA_VM_HO-QOolI,HT_GB_SH_NA_DNA_VM_HO-qVZ6H,HT_GB_SH_NA_DNA_VM_HO-rDM3R,HT_GB_SH_NA_DNA_VM_HO-rnKdB,HT_GB_SH_NA_DNA_VM_HO-uL9YZ,HT_GB_SH_NA_DNA_VM_HO-XRCzY,HT_GB_SH_NA_DNA_VM_HO-zbqiU,HT_GB_SH_NA_DNA_VM_HO-ZCyNY,HT_GB_SH_NA_DNA_VM_VE-cGlLG,HT_GB_SH_NA_DNA_VM_VE-cL6JU,HT_GB_SH_NA_DNA_VM_VE-lbZus,HT_GB_SH_NA_DNA_VM_VE-o50Y4,HT_GB_SH_NA_DNA_VM_VE-PXFw9,HT_GB_SH_NA_DNA_VM_VE-qDG6Y,HT_GB_SH_NA_DNA_VM_VE-rRjFX,HT_GB_SH_NA_DNA_VM_VE-rSYqc,HT_GB_SH_NA_DNA_VM_VE-sk7RN,HT_GB_SH_NA_DNA_VM_VE-UHfO1,HT_GB_SH_NA_DNA_VM_VE-vpFzQ,HT_GB_SH_NA_DNA_VM_VE-WFeFp,HT_GB_SH_NA_DNA_VM_VE-xkeo9
1.243283608,4.174325372,1.275000023,3.022265672,3.660358354,3.299380038,2.106818224,2.279687537,3.40754163,3.719793641,1.13333336,1.232692327,2.253271076,2.709015024,2.30720725,5.764708935,5.572987246,1.373798968,13.92440195,2.490678011,2.560294161,1.566666701,1.575000018,3.831818238,3.114359024,1.300000072,1.225000054,1.449999988,2.083333433,1.754929601,1.812000039,1.419178117,1.215517266,3.504733975,2.728132605,,4.37443446,12.74634146,4.016727261,6.037012987,2.59162045,4.695238095,3.158322089,2.319399167,1.86246485,2.360054085,1.352788865,5.2319899,2.136462715,2.500770867,3.2609145,11.3,1.94059412,4.255160144,1.376274455,6.321633967,2.750144492,1.559856373,2.137478952,2.426482967,6.62457225,3.071092185,2.771767444,2.3571531,2.286610021,1.571766672,3.452977982,4.616697133
1.270833355,5.429443777,1.315476209,3.361200212,3.38416003,2.60872503,2.34545458,2.663888933,3.40312857,3.707849906,1.213888898,1.122222254,2.428138568,2.202371154,2.499593542,6.779300315,5.679025819,13.19391604,16.1903241,2.403703739,2.036434145,1.025263163,1.680000043,3.904186105,3.19656868,1.275000044,1.266666691,1.399999976,1.766666717,1.376923111,1.00000003,1.804225398,1.533962288,3.592787869,2.97633333,,6.056894217,12.68,1.940740727,6.339263804,1.520203361,5.060714286,4.215194576,3.019423667,2.7673318,2.986669317,1.419724123,3.386009051,2.299259424,3.806309586,3.438586117,11.4,2.75143385,4.251666645,2.34861176,7.682138059,1.120638633,2.363181737,1.488390541,3.085741963,4.629913482,4.906957814,4.001429883,1.876079915,3.259130217,1.60116094,3.15049922,3.827648767
1.327500028,3.700063675,1.344554481,4.043026593,3.691412709,3.311111355,2.045652208,2.068518568,3.419312356,3.693546148,1.187500025,1.00000003,2.357653105,2.412713638,2.415789521,7.207325954,5.712132648,15.1437913,14.00358981,2.240146017,1.948717979,1.100000024,2.007142919,3.570212822,2.948863685,1.200000048,1.300000072,1.399999976,2.042857221,1.74545455,1.070370407,1.371428589,1.150000036,3.680841763,3.224534055,,9.02373883,11.83333333,2.085714227,6.184210526,2.970320167,4.87625,4.355360267,2.04604622,2.189926431,2.544356404,1.486659382,4.085744783,2.215624993,3.021950661,4.2266294,11.5,2.239212169,4.279310356,1.709778969,6.889987333,3.069253517,1.792535492,2.153890983,2.438432138,6.15655915,4.778357517,3.018921593,1.031416873,2.514144672,1.630555207,3.20696325,1.301017532
1.31976747,4.075631658,1.325000028,2.594060997,3.155771926,2.393396829,2.306060632,2.466666711,3.425408103,3.695515868,1.333333367,1.250000045,2.229767486,2.229598811,2.347945245,6.795538253,5.878024212,13.11444214,14.76828556,2.209027826,1.86823533,1.173333357,2.016666686,2.207462724,1.721243553,1.358333349,1.383333325,1.241666722,1.933333317,1.66652239,1.25000006,1.223404273,1.14523813,3.768895657,3.47273478,,6.534592517,12.52702703,4.687586207,6.127333333,1.055023938,4.858974359,3.295144923,3.707596695,2.102596847,1.766051889,1.543962264,1.555244862,1.271894938,3.126636317,1.301088881,11.4,1.168398125,4.752123587,2.420029339,4.657932897,2.824939933,1.76831935,1.233968985,2.693624228,1.284497712,3.687554932,2.008860192,1.096103109,1.08495182,1.656119874,2.801395122,3.644508
1.29868424,3.694220374,1.30312503,3.060372136,2.985839232,2.202844508,2.336170227,2.522807073,3.419095697,3.687683555,1.020779251,1.004444448,2.284422157,2.759792162,2.349038502,7.291907911,6.15564231,14.21896112,14.7662542,2.329838758,2.036708903,1.18571433,1.570000017,2.921145421,2.344329943,1.314285773,1.300000072,1.399999976,1.833333393,1.843396266,1.360000038,1.189285725,1.13529415,3.92880085,3.720935504,,4.961570652,12.7475,4.163829776,6.510559006,1.239119095,4.993258427,1.323709133,2.488588636,1.943276136,3.748509317,1.151340206,2.95490285,2.566759483,2.867165237,2.465223335,11.5,1.409084478,4.845488724,1.462580793,6.8524963,1.687162727,1.66424681,1.179585871,2.594913466,4.539176033,1.464566702,5.019124517,3.79529745,1.304777662,1.503240223,2.691077754,6.8695989
1.330864228,3.398396803,1.355208362,2.583513336,3.060097642,2.284704788,2.02831862,2.085496225,3.403380329,3.719853955,1.11428574,1.125000019,2.351231572,3.225992789,2.404072433,6.771364859,5.655276478,13.70779339,14.76422284,2.057142901,1.842424274,1.230000002,1.62500003,3.802631658,3.132876779,1.399999976,1.350000024,1.311111162,1.740000058,1.618867944,1.300000072,1.198181837,1.144680886,4.025760619,3.969136229,,9.3412336,10.3,2.419512254,6.349462366,1.423214252,4.958947368,4.005487596,2.292072466,3.59321065,1.835900769,1.275505051,1.445626353,2.67527365,2.990133873,4.295423,11.5,1.649770831,4.854878166,1.550529533,6.502628,3.575876533,3.107587167,1.135761268,2.579238966,1.405113174,4.612953559,2.101540667,1.102151675,1.524603504,1.624620061,3.447545352,1.971275733
1.307692331,3.061405761,1.323762403,2.391720738,3.571597841,3.303877579,2.307547218,2.476315829,3.39337138,3.672404724,1.281818189,1.100000024,2.33939397,2.416054547,2.525153421,6.785520507,6.31756135,13.19662566,15.36506666,2.18818902,1.939024435,1.066666677,1.550000012,2.459708782,1.933163307,1.350000064,1.474999994,1.300000072,1.700000048,1.653488392,1.463636355,1.249180348,1.148979628,4.034772914,4.103774442,,8.806957067,10.2,2.319230767,6.031891892,1.60730941,4.874698795,4.157759117,2.482466351,2.109992417,2.011700397,1.545917722,2.141637915,1.079074681,3.936321881,1.042070844,11.5,1.890457184,4.71513944,1.222416823,6.87035945,3.462812414,1.726696567,1.271886963,3.487295203,2.437344847,4.495027483,2.629779,1.292530387,1.744429346,1.651737805,2.85425619,3.924376996
1.243269253,3.645755195,1.24000002,2.208141984,3.620684683,3.329578642,2.239784982,2.353703754,3.390041968,3.670592816,1.020833363,1.009090936,2.393627493,2.431671829,2.449537082,6.268447168,5.938023099,13.55344181,5.173062776,2.715094382,2.476335917,1.33642859,1.449999988,2.267484708,1.77202384,1.337500036,1.375,1.399999976,1.825000058,1.638333347,1.481818188,1.448936204,1.161764734,3.714581842,4.213134919,,7.877035717,13.01052632,2.266666651,6.147682119,1.791404567,4.73452381,3.414988233,3.554420642,3.50832315,3.781463783,1.566305732,3.93149415,2.036938924,3.740907483,1.311305716,11.7,2.131143537,4.619444344,1.393561672,6.904600117,1.104326942,3.08001835,1.20208897,3.073234683,6.038273183,3.5930181,5.258926533,1.482909098,1.964255188,1.716265823,4.406340911,6.60436615
1.247872364,3.909211012,1.23482145,2.655717479,3.627015177,3.317607031,2.254000041,2.365573812,3.402469912,3.710338797,1.07777778,1.273095256,2.489441032,2.908907907,2.6869823,6.107687408,5.755738416,4.759011569,14.14906514,2.901652944,2.845348888,1.02613639,1.466666659,2.38017245,2.335294177,1.300000072,1.383333325,1.600000024,2.357142925,1.751612929,1.766666711,1.298113232,1.152380989,4.253645477,4.189857992,,7.9288783,12.77714286,2.766666651,6.333783784,1.975499724,4.9625,1.507110179,2.415243341,1.699649307,3.639363353,1.614220183,3.28433715,1.141309153,3.860316067,1.580540587,11.7,2.371829889,4.896414432,1.386266018,4.707973617,1.577627837,1.373576797,1.186276569,3.353871717,4.063894263,1.664911052,5.120168069,1.673287809,2.18408103,1.762631579,3.218124798,1.018371048
1.28765434,3.189085384,1.296153868,2.911454285,3.618500924,3.275388215,2.240259785,2.322340459,3.398094344,3.678689588,1.300694462,1.460000032,2.461111158,2.42701233,2.682644685,7.063103366,6.271334519,12.57104407,14.46483105,2.183720981,1.854285741,1.344444471,1.399999976,3.534634189,2.946842156,1.357142874,1.291666727,1.350000024,1.930769288,1.66190478,1.833333374,1.32075474,1.160000032,4.221281668,3.958443776,,8.605773933,12.63870968,2.224390247,6.086928105,1.82497615,4.805405405,3.3663238,3.791360949,1.857896417,1.997874881,1.569516129,4.013335533,1.33485644,1.639404891,1.849775459,11.9,2.612516242,4.509745753,1.515714482,5.93236145,2.394193964,1.700633776,1.395292036,1.523318943,5.984910254,4.037199367,2.339145083,1.86366652,2.403906871,1.683291139,3.389955544,1.275133665
1.38363639,4.004823422,1.460869604,2.249745098,3.639790508,3.307510204,3.355882399,3.488636418,3.404305917,3.69931531,1.42564106,1.472000034,2.351401909,2.207725327,2.462008777,3.309953581,3.044847598,12.85927644,14.99198425,2.024000041,1.869230812,1.250000029,1.479999995,5.3775001,4.59096395,1.300000072,1.350000024,1.399999976,1.75000003,1.626388916,1.777777818,1.22000001,1.141935518,4.18891786,4.410347976,,7.659649883,12.65588235,2.633333286,6.341071429,1.654340663,5.040707965,2.831630006,2.941334056,2.574669321,4.177542436,1.583801917,3.242687853,1.528403727,2.840694284,2.11901033,11.9,1.703588033,4.686400013,1.746968792,3.466097483,1.029543151,2.316513291,1.618951384,2.636378886,4.596526736,3.213410663,6.130273917,2.054045231,1.999610361,1.68927673,3.032027686,1.531896283
1.637000031,3.3616424,1.589848517,2.988842584,3.614698195,3.287489501,2.285714345,2.372527506,3.420472976,3.698147516,1.106904774,1.139772738,2.766304389,2.571856733,2.823115644,6.969667248,5.919874688,13.08181636,15.64266863,2.638693524,2.533974398,1.213750026,1.560000014,3.468103509,2.888461605,1.300000072,1.350000024,1.196875056,1.650000036,1.672602756,1.822222246,1.28500002,1.164000039,4.156554052,4.376659901,,6.970310683,13.0425,4.611594203,6.274576271,1.142222933,4.831182796,1.07500614,2.71030315,6.332464103,2.49350185,1.557368421,3.83316022,1.721951014,3.7891665,2.388245202,12.1,3.084010517,4.30549828,1.889045018,7.250890983,1.229019475,6.113403339,1.49549385,3.1219166,5.471606783,1.130505837,2.444876545,1.72036645,3.971313617,1.808181818,3.190927283,1.7886589
1.34827589,3.189760637,1.373275889,2.417049041,3.664359961,3.32388476,2.318181871,2.502061894,3.400787636,3.670175539,1.255555588,1.325925946,1.714699095,2.270720216,1.950000044,5.667415665,5.785875894,13.3286648,15.19703548,1.726984153,1.529166677,1.080952388,1.942105281,3.988262978,3.256783973,1.330000064,1.399999976,1.175000035,1.655555593,1.728000019,1.800000012,1.286885268,1.143750035,4.124190243,4.342971825,,9.903455517,12.73076923,2.992173903,9.6,1.705957509,1.925,1.194430046,2.685068643,3.266838567,3.56905559,1.565141956,2.368348783,1.915498301,1.907964833,2.657480073,11.9,1.835979554,4.720168033,1.523285441,8.105721317,1.4284958,2.797958433,1.113040694,1.733607537,3.044248102,1.274081472,4.956168101,1.8994386,2.082929267,1.757105263,2.941587567,2.045421518
1.30588238,3.408359258,1.332584296,2.345354543,3.690588605,3.358327136,2.380303074,2.538383879,3.432582146,3.628156604,1.152500008,1.04454548,2.186500039,2.601223291,2.34549768,6.010686519,5.820624223,12.63374965,15.34878712,2.308609309,1.98604656,1.260714302,1.550000012,3.08849562,2.510784356,1.212500051,1.256250062,1.116666704,1.692307729,1.791489381,1.814285738,1.208928589,1.146341499,4.091826435,4.30928375,,10.53752313,13.15106383,4.337454547,6.03495935,1.191564113,4.633333333,1.313853951,2.976472417,1.992555814,4.1112384,1.579347826,4.242533034,2.109045588,3.2675309,2.926714945,12.1,2.515138383,4.467697592,1.397678055,7.369174983,1.627972124,1.645578183,1.456934304,2.896420667,6.16442595,1.417657107,5.651868333,1.404732271,3.153248915,1.824264706,3.185354133,2.302184135
