HT0143_HT_GB_SH_NA_90_VM_HO-AoYd5,HT0143_HT_GB_SH_NA_DNA_VM_HO-FX1cx,HT0143_HT_GB_SH_NA_DNA_VM_VE-IVjvP,HT0143_HT_GB_SH_NA_DNA_VM_VE-RW8a5,HT1488_HT_GB_SH_NA_DNA_VM_HO-nqPzD,HT1488_HT_GB_SH_NA_DNA_VM_HO-VUVWW,HT3148_HT_GB_SH_NA_90_VM_HO-k2QXo,HT3148_HT_GB_SH_NA_DNA_VM_VE-7S4bf,HT3151_HT_GB_SH_NA_DNA_VM_HO-iPtaz,HT3151_HT_GB_SH_NA_DNA_VM_HO-rPdl9,HT3240_HT_GB_SH_NA_90_VM_HO-D8sJi,HT3240_HT_GB_SH_NA_DNA_VM_VE-h5MwB,HT3763_HT_GB_SH_NA_90_VM_HO-5mJuR,HT3763_HT_GB_SH_NA_DNA_VM_HO-ffvug,HT3763_HT_GB_SH_NA_DNA_VM_VE-o5faf,HT4775_HT_GB_SH_NA_DNA_VM_HO-7xJRW,HT4775_HT_GB_SH_NA_DNA_VM_VE-NHxrV,HT5242_HT_GB_SH_NA_DNA_VM_HO-Xq8AD,HT5242_HT_GB_SH_NA_DNA_VM_VE-VITui,HT6053_HT_GB_SH_NA_90_VM_HO-tycIY,HT6053_HT_GB_SH_NA_DNA_VM_VE-bsJaI,HT7963_HT_GB_SH_NA_90_VM_HO-4vrkf,HT7963_HT_GB_SH_NA_DNA_VM_VE-IvLS3,HT8170_HT_GB_SH_NA_90_VM_HO-nOtnK,HT8170_HT_GB_SH_NA_DNA_VM_VE-EpG9g,HT8253_HT_GB_SH_NA_90_VM_HO-ksXGv,HT8253_HT_GB_SH_NA_DNA_VM_VE-MJG9b,HT8461_HT_GB_SH_NA_90_VM_HO-yhjXd,HT8461_HT_GB_SH_NA_DNA_VM_VE-4nEL3,HT8588_HT_GB_SH_NA_90_VM_HO-HIIAW,HT8588_HT_GB_SH_NA_DNA_VM_VE-T0Vlk,HT9405_HT_GB_SH_NA_90_VM_HO-5sR7R,HT9405_HT_GB_SH_NA_DNA_VM_VE-Nup9R,HT9792_HT_GB_SH_NA_DNA_VM_HO-DzxzI,HT9792_HT_GB_SH_NA_DNA_VM_VE-9IGie,HT_GB_SH_NA_DNA_VM_AX-alU4A,HT_GB_SH_NA_DNA_VM_HO-47caF,HT_GB_SH_NA_DNA_VM_HO-7nvE0,HT_GB_SH_NA_DNA_VM_HO-93Oix,HT_GB_SH_NA_DNA_VM_HO-AB4Kn,HT_GB_SH_NA_DNA_VM_HO-aD3l6,HT_GB_SH_NA_DNA_VM_HO-aq55m,HT_GB_SH_NA_DNA_VM_HO-awezq,HT_GB_SH_NA_DNA_VM_HO-DuTvZ,HT_GB_SH_NA_DNA_VM_HO-HvcMW,HT_GB_SH_NA_DNA_VM_HO-jT2bm,HT_GB_SH_NA_DNA_VM_HO-lt0T4,HT_GB_SH_NA_DNA_VM_HO-QOolI,HT_GB_SH_NA_DNA_VM_HO-qVZ6H,HT_GB_SH_NA_DNA_VM_HO-rDM3R,HT_GB_SH_NA_DNA_VM_HO-rnKdB,HT_GB_SH_NA_DNA_VM_HO-uL9YZ,HT_GB_SH_NA_DNA_VM_HO-XRCzY,HT_GB_SH_NA_DNA_VM_HO-zbqiU,HT_GB_SH_NA_DNA_VM_HO-ZCyNY,HT_GB_SH_NA_DNA_VM_VE-cGlLG,HT_GB_SH_NA_DNA_VM_VE-cL6JU,HT_GB_SH_NA_DNA_VM_VE-lbZus,HT_GB_SH_NA_DNA_VM_VE-o50Y4,HT_GB_SH_NA_DNA_VM_VE-PXFw9,HT_GB_SH_NA_DNA_VM_VE-qDG6Y,HT_GB_SH_NA_DNA_VM_VE-rRjFX,HT_GB_SH_NA_DNA_VM_VE-rSYqc,HT_GB_SH_NA_DNA_VM_VE-sk7RN,HT_GB_SH_NA_DNA_VM_VE-UHfO1,HT_GB_SH_NA_DNA_VM_VE-vpFzQ,HT_GB_SH_NA_DNA_VM_VE-WFeFp,HT_GB_SH_NA_DNA_VM_VE-xkeo9
2.117857183,4.174325372,2.267500043,3.022265672,3.660358354,3.299380038,2.045652208,2.663888933,3.40754163,3.719793641,,,2.253271076,2.709015024,2.30720725,5.764708935,5.572987246,13.19391604,13.92440195,2.403703739,2.533974398,2.070000023,2.060000056,3.904186105,2.344329943,2.005952419,2.00000004,2.299999992,2.094117684,2.086206925,2.090000053,2.309230825,2.026315818,3.592787869,3.224534055,,9.02373883,12.74634146,4.687586207,6.037012987,2.6462868,4.695238095,3.158322089,2.04604622,3.59321065,2.986669317,2.323898305,4.085744783,2.299259424,3.021950661,3.438586117,11.3,2.371829889,4.255160144,2.1581397,7.682138059,3.069253517,2.797958433,2.042579509,3.085741963,4.629913482,3.071092185,2.771767444,2.054045231,2.514144672,,3.20696325,3.644508
2.441296852,5.429443777,2.411627947,3.361200212,3.38416003,2.60872503,2.306060632,2.068518568,3.40312857,3.707849906,,,2.428138568,2.202371154,2.499593542,6.779300315,5.679025819,15.1437913,16.1903241,2.240146017,2.052040849,2.022522571,2.18571433,3.570212822,3.132876779,2.000000034,2.066666673,2.233333349,2.093103485,2.057894769,2.028571461,2.290243947,2.018840615,3.680841763,3.47273478,,6.534592517,12.68,4.163829776,6.339263804,2.9149377,5.060714286,4.215194576,3.707596695,2.109992417,2.544356404,2.003284884,2.95490285,2.215624993,3.126636317,4.2266294,11.4,2.612516242,4.251666645,2.073369345,6.889987333,2.824939933,5.522194217,2.414642051,2.438432138,6.15655915,4.906957814,4.001429883,2.3027078,2.18408103,,2.801395122,6.8695989
2.251851894,3.700063675,2.213636389,4.043026593,3.691412709,3.311111355,2.336170227,2.466666711,3.419312356,3.693546148,,,2.357653105,2.412713638,2.415789521,7.207325954,5.712132648,13.11444214,14.00358981,2.209027826,2.507633632,5.396376909,2.100000041,2.207462724,2.335294177,2.304081683,2.050000072,2.114583373,2.300000029,2.060000026,2.100000069,2.220238126,2.033928614,3.768895657,3.720935504,,4.961570652,11.83333333,2.419512254,6.184210526,2.2081051,4.87625,4.355360267,2.488588636,3.50832315,3.748509317,2.012063037,2.141637915,2.566759483,2.867165237,2.465223335,11.5,3.084010517,4.279310356,2.668240741,4.657932897,3.575876533,5.630044467,2.436544456,2.693624228,4.539176033,4.778357517,3.018921593,2.577825867,2.403906871,,2.691077754,3.924376996
2.045528491,4.075631658,2.243636404,2.594060997,3.155771926,2.393396829,2.02831862,2.522807073,3.425408103,3.695515868,,,2.229767486,2.229598811,2.347945245,6.795538253,5.878024212,14.21896112,14.76828556,2.329838758,2.779259314,2.005084802,2.176923128,2.921145421,2.946842156,2.009722271,2.041666677,2.425000052,2.150000056,2.146428623,2.033333373,2.283750033,2.055555594,3.92880085,3.969136229,,9.3412336,12.52702703,2.319230767,6.127333333,2.1214087,4.858974359,3.295144923,2.292072466,2.574669321,2.011700397,2.02389049,3.93149415,2.67527365,2.990133873,4.295423,11.4,2.515138383,4.752123587,3.233793897,6.8524963,3.462812414,5.519792758,2.321245914,2.594913466,2.437344847,3.687554932,2.008860192,2.4780018,3.971313617,,3.447545352,6.60436615
2.133333376,3.694220374,2.245098112,3.060372136,2.985839232,2.202844508,2.307547218,2.085496225,3.419095697,3.687683555,,,2.284422157,2.759792162,2.349038502,7.291907911,6.15564231,13.70779339,14.7662542,2.057142901,2.65766427,2.054666716,2.127272779,3.802631658,4.59096395,2.001250037,2.33333336,2.100000024,2.175000071,2.083783812,2.10000009,2.235211309,2.000000049,4.025760619,4.103774442,,8.806957067,12.7475,2.266666651,6.510559006,2.559044117,4.993258427,4.005487596,2.482466351,6.332464103,3.781463783,2.034104046,3.28433715,2.036938924,3.936321881,2.11901033,11.5,2.381494729,4.845488724,2.005252724,6.502628,2.394193964,3.2175434,3.731280933,2.579238966,6.038273183,4.612953559,5.019124517,2.502726483,2.082929267,,2.85425619,2.045421518
2.080769296,3.398396803,2.073267367,2.583513336,3.060097642,2.284704788,2.239784982,2.476315829,3.403380329,3.719853955,,,2.351231572,3.225992789,2.404072433,6.771364859,5.655276478,13.19662566,14.76422284,2.18818902,3.234523864,2.018699231,2.245000076,2.459708782,2.888461605,2.012621405,2.066666736,2.300000054,2.020000029,2.166153875,2.009090944,2.25384621,2.026760602,4.034772914,4.213134919,,7.877035717,10.3,2.766666651,6.349462366,2.682631966,4.958947368,4.157759117,3.554420642,3.266838567,3.639363353,2.037913043,4.013335533,2.109045588,3.740907483,2.388245202,11.5,2.320227695,4.854878166,2.786315115,6.87035945,2.026924773,3.146620533,2.039830033,3.487295203,4.063894263,4.495027483,2.101540667,2.6311508,3.153248915,,4.406340911,2.302184135
2.210714319,3.061405761,2.033018905,2.391720738,3.571597841,3.303877579,2.254000041,2.353703754,3.39337138,3.672404724,,,2.33939397,2.416054547,2.525153421,6.785520507,6.31756135,13.55344181,15.36506666,2.715094382,2.564539067,,2.000000046,2.267484708,3.256783973,2.037500066,2.077777836,2.064285764,2.000000024,2.197959214,2.050000072,2.446052708,2.015384652,3.714581842,4.189857992,,7.9288783,10.2,2.224390247,6.031891892,2.44308785,4.874698795,3.414988233,2.415243341,6.100012783,4.177542436,2.000171429,3.242687853,2.984662236,3.860316067,2.657480073,11.5,2.81789675,4.71513944,3.415043467,6.904600117,2.226401097,5.12368165,2.366013079,3.073234683,5.984910254,3.5930181,2.629779,2.227715533,2.822850517,,3.218124798,2.558946752
2.105714318,3.645755195,2.13515628,2.208141984,3.620684683,3.329578642,2.240259785,2.365573812,3.390041968,3.670592816,,,2.393627493,2.431671829,2.449537082,6.268447168,5.938023099,4.759011569,5.173062776,2.901652944,2.527193027,,2.063636401,2.38017245,2.510784356,2.03866673,2.133333445,2.060000038,2.050000057,2.247692335,2.040000057,2.400000059,2.048888914,4.253645477,3.958443776,,8.605773933,13.01052632,2.633333286,6.147682119,2.24346285,4.73452381,3.3663238,3.791360949,5.506013051,2.49350185,2.454757835,3.83316022,2.703794737,2.840694284,2.926714945,11.7,2.199914123,4.619444344,2.127619976,4.707973617,3.350658045,2.013587356,3.46726165,3.353871717,4.596526736,4.037199367,5.258926533,2.418278583,2.439034667,,3.389955544,2.81570937
2.098181876,3.909211012,2.215534011,2.655717479,3.627015177,3.317607031,3.355882399,2.322340459,3.402469912,3.710338797,,,2.489441032,2.908907907,2.6869823,6.107687408,5.755738416,12.57104407,14.14906514,2.183720981,2.69256761,,2.111111177,3.534634189,2.132751134,2.080857182,2.033333401,2.020000029,2.080000067,2.237500027,2.066666722,2.280952446,2.142857182,4.221281668,4.410347976,,7.659649883,12.77714286,4.611594203,6.333783784,2.008497733,4.9625,2.831630006,2.941334056,5.809647019,3.56905559,2.238319088,2.368348783,2.926048069,3.7891665,2.714311337,11.7,2.266522733,4.896414432,2.499182983,5.93236145,2.901908083,3.3908087,2.791270883,2.636378886,5.471606783,3.213410663,5.120168069,3.471828271,2.2593359,,3.032027686,3.176156208
2.040000053,3.189085384,2.193129807,2.911454285,3.618500924,3.275388215,2.285714345,3.488636418,3.398094344,3.678689588,,,2.461111158,2.42701233,2.682644685,7.063103366,6.271334519,12.85927644,14.46483105,2.024000041,2.374390295,,2.200000028,5.3775001,2.13027031,2.190000051,2.050000072,2.265217429,2.109090957,2.157446836,2.056000047,2.247826141,2.130952421,4.18891786,4.376659901,,6.970310683,12.63870968,2.992173903,6.086928105,2.262339933,4.805405405,2.186664681,2.71030315,3.560811,4.1112384,2.291285714,4.242533034,2.964806526,3.2675309,5.191191767,11.9,2.095214228,4.509745753,2.44901255,3.466097483,2.982599466,2.114481285,3.78134045,3.1219166,3.044248102,2.412702872,2.339145083,3.443866333,2.606162833,,3.190927283,6.36854925
2.193798491,4.004823422,2.13846157,2.249745098,3.639790508,3.307510204,2.318181871,2.372527506,3.404305917,3.69931531,,,2.351401909,2.207725327,2.462008777,3.309953581,3.044847598,13.08181636,14.99198425,2.638693524,2.10117651,,2.100000072,3.468103509,3.625789514,2.010144978,2.081818212,2.081818234,2.040000057,2.14146346,2.39473688,2.285915529,2.037500034,4.156554052,4.342971825,,9.903455517,12.65588235,4.337454547,6.341071429,2.149001717,5.040707965,3.172938783,2.685068643,3.502657217,4.211559621,2.133602305,2.927029389,2.953517458,3.724400864,3.57478862,11.9,2.022118983,4.686400013,2.07504687,7.250890983,3.022646205,5.036345883,2.894728373,2.896420667,6.16442595,3.475255467,6.130273917,2.9424971,3.515941102,,2.941587567,3.59509892
2.246000053,3.3616424,2.052941194,2.988842584,3.614698195,3.287489501,2.380303074,2.502061894,3.420472976,3.698147516,,,2.766304389,2.571856733,2.823115644,6.969667248,5.919874688,13.3286648,15.64266863,2.308609309,2.687378675,,2.223684248,3.988262978,3.754591881,2.036363704,2.050000072,2.212500065,2.221428599,2.135416721,2.122500038,2.226153872,2.040350902,4.124190243,4.30928375,,10.53752313,13.0425,4.43014706,6.274576271,2.449054067,4.831182796,4.3970343,2.976472417,5.497963833,2.250175211,,4.5398559,2.726958831,3.517510367,4.2958706,12.1,2.193981569,4.30549828,2.276520722,8.105721317,3.020728483,3.959905897,2.698905475,3.529086937,3.312141567,4.714094433,2.444876545,2.297508417,2.600550966,,3.185354133,4.322096817
2.045323779,3.189760637,2.048000049,2.417049041,3.664359961,3.32388476,2.418965572,2.538383879,3.400787636,3.670175539,,,2.186500039,2.270720216,2.34549768,5.667415665,5.785875894,12.63374965,15.19703548,2.283536624,2.620689698,,2.040000057,3.08849562,4.070940247,2.020548001,2.083333413,2.055555595,2.000000024,2.263333384,2.031250052,2.241772188,2.051612921,4.091826435,4.275595674,,10.76865317,12.73076923,2.237951803,9.6,2.122200217,4.633333333,4.7766808,3.587627517,2.334134583,2.4609864,,2.53022278,3.14231085,2.928371833,4.498080567,11.9,2.043787276,4.720168033,4.16986425,7.369174983,2.795677524,2.625832797,2.8364145,2.7295272,6.317958397,5.1470762,4.956168101,2.424598167,2.547453729,,5.070863783,4.079444617
2.070434817,3.408359258,2.037209344,2.345354543,3.690588605,3.358327136,2.116129064,2.685148559,3.432582146,3.628156604,,,2.298623895,2.601223291,2.400873407,6.010686519,5.820624223,13.25597334,15.34878712,2.40994479,6.983333604,,2.014285752,2.655506655,3.404790477,2.081818245,2.00000004,2.050000072,2.000000049,2.200000051,2.031579005,2.201369885,2.031034527,4.059462627,4.241907598,,9.054557633,13.15106383,2.34637683,6.03495935,2.53051345,4.908333333,4.89843705,2.151403674,3.781886517,2.506181667,,2.396077338,3.397198263,3.342443556,6.51455215,12.1,2.089558931,4.467697592,2.125620808,7.557367183,2.851977583,2.565016514,2.238346186,2.525360121,2.533091856,5.249204717,5.651868333,2.250506117,2.326473712,,3.365690567,6.985400933
2.275757613,3.449104376,2.01666671,2.451829723,3.710683426,3.358748826,2.084615435,2.196875047,3.408692338,3.627046867,,,2.326213633,2.303154502,2.483490613,6.322782727,6.044996596,13.00082916,15.07987132,2.224277502,3.721568687,,2.017647105,2.670646814,2.69191924,2.121428603,2.025000036,2.000000048,2.241666709,2.194339662,2.257142884,2.202666686,2.03281253,4.027098818,4.208219523,,8.054663735,13.08913043,2.477297319,4.875,2.678385583,3.8,5.00462235,2.171721043,2.338841396,3.028573569,,3.847439067,2.240526416,3.568896167,6.1563324,12.0,2.100395717,4.657597176,2.290588762,3.939889536,3.444248949,2.527085917,3.500768768,2.904017338,2.879243839,4.930258833,6.0884437,2.46199215,2.35287051,,2.229723934,6.340913317
